id,first_name,middle_name,last_name,gender,billing_address,shipping_address,credit_score,sales_region,activity_tier
951,Jack,Julio,LIPSCOMB,M,"6718 Baker Throughway Apt. 139 Nicholashaven, South Dakota 55699","6718 Baker Throughway Apt. 139 Nicholashaven, South Dakota 55699",783,South Dakota,2.0
952,Cash,Myah,MCLEMORE,M,"28152 Young Cliffs Josephstad, Arkansas 22669","28152 Young Cliffs Josephstad, Arkansas 22669",513,Arkansas,2.0
953,Madison,Kristen,GENTRY,F,"519 Sandra Well Sanchezbury, Nebraska 79553","519 Sandra Well Sanchezbury, Nebraska 79553",384,Nebraska,1.0
954,William,Angel,BOWMAN,M,"1311 Robinson Route Donnachester, South Carolina 17273","15735 Colin Landing Suite 723 East Andrewview, TX 45609-2157",316,South Carolina,1.0
955,Megan,London,JONES,F,"5990 Lori Mills Timothyview, Arkansas 86270","5990 Lori Mills Timothyview, Arkansas 86270",308,Arkansas,1.0
956,William,Kennedi,DOWD,M,"14353 Adam Street Suite 255 Shawnborough, Hawaii 58611","14353 Adam Street Suite 255 Shawnborough, Hawaii 58611",677,Hawaii,1.0
957,Isabel,Nataly,GUTIERREZ,F,"903 Roberts Mountain South Natalieview, New Mexico 74425","903 Roberts Mountain South Natalieview, New Mexico 74425",740,New Mexico,4.0
958,Jayden,Kassidy,FOLSE,M,"5488 Johnson Brooks Apt. 826 Jessicafurt, New Hampshire 72225","5488 Johnson Brooks Apt. 826 Jessicafurt, New Hampshire 72225",346,New Hampshire,1.0
959,Austin,Natalia,BOLIN,M,"5009 Boyle Summit North Davidborough, Pennsylvania 74819","5009 Boyle Summit North Davidborough, Pennsylvania 74819",516,Pennsylvania,1.0
960,Asher,Mila,COOPER,M,"8667 Katherine Park Apt. 974 East Megan, Wisconsin 86535","8667 Katherine Park Apt. 974 East Megan, Wisconsin 86535",604,Wisconsin,2.0
961,Ray,Serena,DOUCET,M,"835 Edward Mission Suite 555 North Tiffany, Vermont 13860","95903 Larry Bypass Leeberg, WI 84062-9828",780,Vermont,2.0
962,Jayla,Sienna,CHANG,F,"940 Bernard Crescent Suite 210 New Nicholasside, Missouri 57375","021 Lewis Harbor Burnsbury, NY 06248",639,Missouri,1.0
963,Hunter,Paul,EASON,M,"509 Giles Valleys Catherineside, Tennessee 45408","509 Giles Valleys Catherineside, Tennessee 45408",574,Tennessee,2.0
964,Madison,Lyric,ALVAREZ,F,"381 Chapman Vista Apt. 993 Margaretberg, Indiana 81190","381 Chapman Vista Apt. 993 Margaretberg, Indiana 81190",486,Indiana,2.0
965,Wendy,Mason,JOHNSON,F,"514 Christine Hills Suite 614 Markton, Oregon 97485","514 Christine Hills Suite 614 Markton, Oregon 97485",440,Oregon,1.0
966,Jeremiah,Brooklynn,KURTZ,M,"890 Williams Light Port Wayneburgh, West Virginia 13812","890 Williams Light Port Wayneburgh, West Virginia 13812",348,West Virginia,1.0
967,Isla,Riley,KINNEY,F,"86319 Moore Rapids Jarvisside, South Dakota 61501","86319 Moore Rapids Jarvisside, South Dakota 61501",544,South Dakota,2.0
968,Teagan,Katrina,NEAL,F,"64368 Diana Prairie Apt. 523 Lake Susan, North Dakota 13508","64368 Diana Prairie Apt. 523 Lake Susan, North Dakota 13508",556,North Dakota,1.0
969,Carson,Dillon,BOLDEN,M,"5491 Aaron Falls Apt. 093 Markburgh, Hawaii 02688","5491 Aaron Falls Apt. 093 Markburgh, Hawaii 02688",330,Hawaii,2.0
970,Landen,Rohan,MUNCY,M,"69181 Shaffer Garden Michealchester, Minnesota 09466","69181 Shaffer Garden Michealchester, Minnesota 09466",767,Minnesota,2.0
971,Abraham,Rodrigo,ESPINAL,M,"546 Mccoy Route Suite 698 East Edgarside, Alaska 83003","546 Mccoy Route Suite 698 East Edgarside, Alaska 83003",443,Alaska,1.0
972,Brennan,Kamden,HARPER,M,"4221 Spencer Road West Christineborough, Minnesota 69996","4221 Spencer Road West Christineborough, Minnesota 69996",628,Minnesota,1.0
973,Noah,Charlee,COHEN,M,"9499 Long Plain Harrismouth, Arizona 72652","9499 Long Plain Harrismouth, Arizona 72652",407,Arizona,2.0
974,Michael,Hayley,LOVELESS,M,"861 Riley Rapids Campbellborough, Wisconsin 19146","861 Riley Rapids Campbellborough, Wisconsin 19146",755,Wisconsin,4.0
975,Alina,Aspen,TILLER,F,"80834 Frank Gateway North Megan, Hawaii 87372","80834 Frank Gateway North Megan, Hawaii 87372",797,Hawaii,2.0
976,Jalen,Kaleigh,WALLACE,M,"8943 Lopez Locks Suite 659 Wilsonstad, Alabama 38718","8943 Lopez Locks Suite 659 Wilsonstad, Alabama 38718",708,Alabama,1.0
977,Carter,Gage,ZELAYA,M,"01814 Whitehead Mews Apt. 747 West Michelle, South Carolina 36786","01814 Whitehead Mews Apt. 747 West Michelle, South Carolina 36786",729,South Carolina,2.0
978,Amari,Jace,POPE,M,"284 Kyle Crossroad Suite 928 South Nicole, Michigan 62905","284 Kyle Crossroad Suite 928 South Nicole, Michigan 62905",778,Michigan,1.0
979,Luke,Morgan,MOHR,M,"78649 Mathews Fields Port Heathershire, Georgia 86874","78649 Mathews Fields Port Heathershire, Georgia 86874",550,Georgia,1.0
980,Ayden,Jolie,JOHNSON,M,"7039 Gomez Stravenue Christinamouth, Texas 50924","7039 Gomez Stravenue Christinamouth, Texas 50924",401,Texas,1.0
981,Hunter,Megan,WHITE,M,"1388 Gonzalez Dam East Micheal, Delaware 90179","1388 Gonzalez Dam East Micheal, Delaware 90179",503,Delaware,1.0
982,Lorelei,Eugene,WEBER,F,"0622 Kristen Crescent Brownfort, Connecticut 79476","670 Jennifer Knoll Suite 306 Changstad, CO 01106-8077",741,Connecticut,1.0
983,Deja,Tucker,FULLERTON,F,"61912 Rodney Point Suite 684 Priceborough, Connecticut 69882","2264 Joseph Lodge East Brandy, DC 00885",462,Connecticut,2.0
984,Jaida,Addyson,KESSLER,F,"936 Michael Gateway Hessview, Nevada 60566","936 Michael Gateway Hessview, Nevada 60566",676,Nevada,1.0
985,Brianna,Michael,DAUGHERTY,F,"573 Herrera Trafficway Suite 191 Port Kathrynview, Georgia 92374","573 Herrera Trafficway Suite 191 Port Kathrynview, Georgia 92374",380,Georgia,1.0
986,Abigail,Walter,MATZ,F,"949 Angela Union Danielstad, Michigan 10275","949 Angela Union Danielstad, Michigan 10275",457,Michigan,1.0
987,Ada,Malik,GARNER,F,"307 Michael Corners Suite 727 Port Anthony, West Virginia 43319","307 Michael Corners Suite 727 Port Anthony, West Virginia 43319",698,West Virginia,2.0
988,Joel,Audrina,CARVER,M,"6316 Flores Overpass Elizabethstad, Indiana 00867","6316 Flores Overpass Elizabethstad, Indiana 00867",579,Indiana,2.0
989,Makayla,Jerome,RONDEAU,F,"08405 Greene Road Apt. 036 Richardfort, Montana 40104","08405 Greene Road Apt. 036 Richardfort, Montana 40104",686,Montana,2.0
990,Sara,Rhett,VALENCIA,F,"256 Susan Centers Suite 085 East Colleenland, New Jersey 48663","256 Susan Centers Suite 085 East Colleenland, New Jersey 48663",791,New Jersey,4.0
991,Brady,Kasey,MARTELL,M,"37085 Nicole Parkways Suite 099 West Gina, Delaware 39263","37085 Nicole Parkways Suite 099 West Gina, Delaware 39263",718,Delaware,4.0
992,Jayce,Frank,GEARY,M,"4387 Jasmine Shores Whitestad, Maryland 20720","52005 Elizabeth Pike Suite 008 East Mary, NY 42818",670,Maryland,1.0
993,Alexia,Ryland,DAVIS,F,"55907 Carol Junction Romanhaven, Idaho 22186","55907 Carol Junction Romanhaven, Idaho 22186",323,Idaho,1.0
994,Nevaeh,Amina,WELCH,F,"189 Mary Hill South Austinfort, Colorado 20201","189 Mary Hill South Austinfort, Colorado 20201",475,Colorado,1.0
995,Joseph,Emanuel,FLANNERY,M,"08909 Kathleen Ville Apt. 462 Davidton, Maine 36731","08909 Kathleen Ville Apt. 462 Davidton, Maine 36731",787,Maine,2.0
996,Amelia,Averie,PRIDDY,F,"683 Mcgee Heights Michaelfort, Vermont 95716","683 Mcgee Heights Michaelfort, Vermont 95716",620,Vermont,1.0
997,Christopher,Jamarion,BLACKWELL,M,"59963 Horton Flat Suite 332 Juliechester, Michigan 78500","59963 Horton Flat Suite 332 Juliechester, Michigan 78500",391,Michigan,2.0
998,Jose,Lauryn,HORN,M,"61365 Matthew Camp West Lisa, Washington 10644","61365 Matthew Camp West Lisa, Washington 10644",707,Washington,1.0
999,Lucas,Kaden,CARROLL,M,"7305 Luis Villages Suite 328 Cesarfort, Mississippi 71605","7305 Luis Villages Suite 328 Cesarfort, Mississippi 71605",716,Mississippi,1.0
1000,Anderson,Claire,SMITH,M,"240 Hutchinson Station Jaystad, Arizona 33436","240 Hutchinson Station Jaystad, Arizona 33436",633,Arizona,2.0
